station,hour,day,weather,event,passenger_count
Pattandur Agrahara,16,Friday,Clear,0,10261
Vajarahalli,17,Thursday,Rain,0,9953
Sandal Soap Factory,7,Monday,Rain,1,9833
South End Circle,6,Sunday,Cloudy,0,10828
National College,17,Sunday,Cloudy,0,10352
Sandal Soap Factory,18,Wednesday,Cloudy,0,14178
Deepanjali Nagar,20,Wednesday,Cloudy,1,11257
Pantharapalya - Nayandahalli,11,Thursday,Clear,0,11269
Krishnarajapuram (K.R.Puram),14,Tuesday,Clear,0,13603
Yelachenahalli,20,Thursday,Cloudy,0,9122
Indiranagar,19,Monday,Clear,0,23437
Krishna Rajendra Market,18,Wednesday,Clear,0,19677
Jayanagar,14,Monday,Cloudy,0,15243
Chickpete,10,Thursday,Cloudy,0,9776
Hopefarm Channasandra,18,Sunday,Rain,0,17638
Vijayanagar,12,Saturday,Rain,1,10658
Kengeri,6,Friday,Clear,0,14763
"Sir.M.Visvesvaraya Stn., Central College",13,Wednesday,Cloudy,0,13406
Konanakunte Cross,8,Monday,Cloudy,1,16821
Mantri Square Sampige Road,16,Wednesday,Rain,1,12382
Krishnarajapuram (K.R.Puram),9,Thursday,Cloudy,1,18436
"Nadaprabhu Kempegowda Station, Majestic",16,Wednesday,Cloudy,0,10772
Rajarajeshwari Nagar,13,Tuesday,Cloudy,0,14981
Thalaghattapura,22,Tuesday,Cloudy,0,11133
Rajajinagar,7,Monday,Rain,0,9474
Rajajinagar,16,Monday,Cloudy,1,13834
Hoodi,13,Friday,Clear,0,12331
Garudacharapalya,12,Sunday,Clear,0,13454
Yeshwanthpur,10,Friday,Rain,0,13114
Magadi Road,16,Tuesday,Rain,0,12875
"Nadaprabhu Kempegowda Station, Majestic",18,Wednesday,Cloudy,0,20828
Attiguppe,20,Thursday,Clear,0,10951
Kadugodi Tree Park,11,Friday,Rain,0,13255
Singayyanapalya,16,Wednesday,Cloudy,0,10684
Mantri Square Sampige Road,10,Wednesday,Clear,1,11119
Vajarahalli,14,Sunday,Cloudy,0,12947
Peenya Industry,20,Thursday,Clear,0,11693
Singayyanapalya,14,Thursday,Cloudy,0,14694
Peenya Industry,9,Thursday,Cloudy,0,15101
Krantivira Sangolli Rayanna Railway Station,19,Tuesday,Rain,0,14321
Jayanagar,6,Wednesday,Clear,0,14220
Indiranagar,22,Tuesday,Rain,0,8915
National College,20,Monday,Clear,0,12549
Singayyanapalya,13,Tuesday,Rain,0,9020
Seetharampalya,18,Tuesday,Clear,0,16579
Vajarahalli,12,Thursday,Cloudy,0,11202
Sandal Soap Factory,12,Monday,Clear,1,14349
Nallurhalli,14,Monday,Clear,0,14023
Deepanjali Nagar,17,Wednesday,Cloudy,0,13014
Jayaprakash Nagar,21,Saturday,Rain,1,10895
"Sir.M.Visvesvaraya Stn., Central College",13,Monday,Cloudy,1,8948
Sri Sathya Sai Hospital,20,Sunday,Clear,0,13134
Jayanagar,12,Thursday,Rain,0,15397
Indiranagar,22,Friday,Rain,0,14086
Sri Sathya Sai Hospital,8,Saturday,Clear,1,17556
Krishnarajapuram (K.R.Puram),10,Thursday,Rain,0,15078
"Sir.M.Visvesvaraya Stn., Central College",9,Tuesday,Rain,1,21398
Chickpete,22,Wednesday,Cloudy,0,10557
Goraguntepalya,18,Friday,Cloudy,1,21101
Krishnarajapuram (K.R.Puram),14,Friday,Clear,0,14219
Rajajinagar,7,Tuesday,Clear,1,11186
"Sir.M.Visvesvaraya Stn., Central College",21,Sunday,Clear,0,11812
Vajarahalli,12,Saturday,Clear,0,11601
Jayaprakash Nagar,22,Saturday,Rain,1,12986
Krantivira Sangolli Rayanna Railway Station,18,Friday,Rain,0,18459
Srirampura,20,Sunday,Cloudy,0,12958
Peenya,17,Wednesday,Clear,1,11551
Vijayanagar,7,Tuesday,Rain,0,11085
Yelachenahalli,20,Friday,Clear,0,13330
Peenya Industry,8,Tuesday,Cloudy,1,13613
"Nadaprabhu Kempegowda Station, Majestic",18,Thursday,Cloudy,0,17468
Nagasandra,11,Wednesday,Rain,0,11513
Krishna Rajendra Market,11,Sunday,Rain,0,8962
Baiyappanahalli,21,Thursday,Rain,0,13098
Halasuru,12,Friday,Cloudy,0,14496
Sri Sathya Sai Hospital,16,Sunday,Clear,0,10474
Jalahalli,14,Saturday,Clear,0,9150
Peenya Industry,20,Wednesday,Rain,0,12682
Jalahalli,13,Monday,Clear,1,14305
Kadugodi Tree Park,10,Tuesday,Cloudy,0,8717
Thalaghattapura,21,Friday,Cloudy,1,14844
Kengeri,18,Friday,Rain,0,16865
"Nadaprabhu Kempegowda Station, Majestic",18,Friday,Clear,1,21622
Cubbon Park,17,Sunday,Rain,0,12029
Seetharampalya,10,Wednesday,Clear,0,9299
Doddakallasandra,6,Saturday,Clear,0,11153
Halasuru,22,Tuesday,Clear,0,13232
Nagasandra,20,Wednesday,Rain,1,13957
"Dr. B. R. Ambedkar Station, Vidhana Soudha",7,Tuesday,Clear,0,14540
Konanakunte Cross,14,Thursday,Clear,1,10803
Rajajinagar,13,Saturday,Cloudy,0,13025
"Dr. B. R. Ambedkar Station, Vidhana Soudha",18,Tuesday,Rain,0,20220
Nallurhalli,22,Tuesday,Cloudy,0,14348
Kundalahalli,11,Monday,Clear,0,11047
Yeshwanthpur,8,Tuesday,Cloudy,0,23903
Deepanjali Nagar,8,Thursday,Rain,0,19359
Kengeri,10,Monday,Clear,0,10154
Banashankari,14,Sunday,Rain,1,10730
Garudacharapalya,8,Friday,Rain,0,21781
Sandal Soap Factory,16,Tuesday,Cloudy,0,13655
Jnanabharathi,19,Friday,Rain,0,18995
Whitefield (Kadugodi),11,Sunday,Clear,0,8887
Mantri Square Sampige Road,15,Saturday,Clear,0,13581
Kengeri Bus Terminal,17,Wednesday,Rain,0,8920
Sandal Soap Factory,10,Sunday,Rain,1,14321
Cubbon Park,20,Saturday,Cloudy,0,14334
Deepanjali Nagar,16,Tuesday,Rain,0,9513
Indiranagar,11,Friday,Cloudy,0,12744
Hoodi,6,Monday,Rain,0,13194
Yeshwanthpur,15,Friday,Cloudy,1,14066
"Sri Balagangadharanatha Swamiji Station, Hosahalli",14,Friday,Rain,0,10297
Singayyanapalya,21,Tuesday,Cloudy,0,12601
Lalbagh,10,Sunday,Cloudy,1,14997
Dasarahalli,8,Saturday,Rain,1,20530
Jnanabharathi,7,Friday,Clear,0,8634
Thalaghattapura,17,Saturday,Cloudy,0,14925
Rajarajeshwari Nagar,12,Tuesday,Clear,0,8824
Hopefarm Channasandra,13,Friday,Rain,1,10499
Doddakallasandra,8,Tuesday,Clear,0,17279
Pattandur Agrahara,20,Sunday,Cloudy,0,15475
Hopefarm Channasandra,9,Friday,Clear,0,14580
Pantharapalya - Nayandahalli,16,Thursday,Cloudy,0,14821
Nagasandra,6,Monday,Rain,0,9781
Pantharapalya - Nayandahalli,15,Tuesday,Rain,0,12612
Magadi Road,20,Thursday,Cloudy,0,14096
Krishnarajapuram (K.R.Puram),13,Monday,Clear,0,9910
Thalaghattapura,14,Thursday,Cloudy,0,12566
Yelachenahalli,7,Saturday,Clear,0,12137
Banashankari,9,Thursday,Rain,0,14730
"Sir.M.Visvesvaraya Stn., Central College",13,Thursday,Clear,0,14068
Konanakunte Cross,14,Saturday,Rain,1,9524
Nallurhalli,17,Saturday,Rain,0,13341
Kadugodi Tree Park,22,Friday,Cloudy,0,15409
Attiguppe,13,Sunday,Rain,0,14136
Garudacharapalya,20,Tuesday,Rain,0,9516
Peenya,16,Monday,Cloudy,0,13950
"Dr. B. R. Ambedkar Station, Vidhana Soudha",10,Thursday,Cloudy,1,11569
Pattandur Agrahara,22,Saturday,Clear,0,10219
Doddakallasandra,10,Sunday,Rain,1,12465
Krishnarajapuram (K.R.Puram),18,Saturday,Cloudy,1,23644
Attiguppe,6,Tuesday,Rain,0,12747
Whitefield (Kadugodi),15,Thursday,Clear,1,12320
Pattanagere,6,Wednesday,Clear,0,11896
Goraguntepalya,11,Tuesday,Cloudy,0,8953
Rashtreeya Vidyalaya Road,21,Tuesday,Rain,0,15357
Pattanagere,7,Sunday,Clear,0,14254
Thalaghattapura,11,Monday,Cloudy,0,8496
Attiguppe,9,Tuesday,Clear,0,14934
Vijayanagar,18,Thursday,Cloudy,1,18043
Dasarahalli,19,Monday,Clear,0,13475
Singayyanapalya,16,Tuesday,Clear,0,12659
Attiguppe,19,Saturday,Cloudy,1,23574
National College,14,Wednesday,Clear,0,9004
Thalaghattapura,14,Sunday,Clear,0,12503
Swami Vivekananda Road,22,Wednesday,Clear,1,8660
Dasarahalli,6,Thursday,Clear,1,14910
Indiranagar,17,Sunday,Cloudy,0,13552
Sandal Soap Factory,17,Tuesday,Cloudy,0,12519
Nagasandra,8,Saturday,Clear,1,13524
Attiguppe,12,Monday,Cloudy,1,10272
Konanakunte Cross,8,Tuesday,Cloudy,0,24561
Goraguntepalya,20,Wednesday,Cloudy,0,10679
Jalahalli,13,Sunday,Clear,1,11812
Attiguppe,8,Friday,Clear,0,19031
Doddakallasandra,15,Thursday,Clear,0,9991
Srirampura,7,Tuesday,Clear,0,10055
Konanakunte Cross,21,Friday,Rain,0,13264
Attiguppe,17,Friday,Rain,0,8795
Sri Sathya Sai Hospital,8,Wednesday,Rain,0,15130
Mahatma Gandhi Road,12,Monday,Clear,0,14034
Krishna Rajendra Market,7,Thursday,Cloudy,0,13025
Doddakallasandra,17,Sunday,Clear,0,14939
Nagasandra,19,Thursday,Cloudy,0,24367
Vajarahalli,7,Monday,Rain,0,11136
Banashankari,17,Saturday,Cloudy,0,13812
"Sri Balagangadharanatha Swamiji Station, Hosahalli",17,Saturday,Cloudy,1,13799
Krantivira Sangolli Rayanna Railway Station,20,Sunday,Cloudy,0,11307
Hopefarm Channasandra,15,Sunday,Rain,1,10160
Kundalahalli,11,Sunday,Rain,0,8920
Mahalakshmi,13,Tuesday,Rain,0,10464
Vijayanagar,16,Wednesday,Clear,0,10855
Singayyanapalya,11,Thursday,Cloudy,0,11813
Magadi Road,19,Friday,Cloudy,0,24159
Srirampura,22,Tuesday,Cloudy,1,14428
South End Circle,17,Tuesday,Cloudy,1,13444
Rajarajeshwari Nagar,11,Saturday,Clear,0,8849
Vajarahalli,19,Friday,Cloudy,0,23552
Vajarahalli,10,Sunday,Rain,1,15018
Rajarajeshwari Nagar,16,Friday,Clear,0,8960
Baiyappanahalli,16,Monday,Cloudy,0,8622
Banashankari,13,Monday,Cloudy,1,11660
Chickpete,18,Saturday,Clear,1,16468
Mahalakshmi,7,Monday,Rain,0,13285
Rashtreeya Vidyalaya Road,11,Thursday,Clear,0,9073
"Sri Balagangadharanatha Swamiji Station, Hosahalli",21,Tuesday,Clear,0,14866
Mahakavi Kuvempu Road,21,Tuesday,Clear,0,10035
Indiranagar,15,Thursday,Cloudy,0,15332
Yeshwanthpur,9,Tuesday,Cloudy,0,21346
Krishna Rajendra Market,17,Friday,Rain,0,14692
Indiranagar,20,Monday,Clear,0,14389
Konanakunte Cross,10,Sunday,Clear,1,11751
Magadi Road,22,Sunday,Cloudy,0,8752
Trinity,8,Wednesday,Cloudy,0,24571
Rajarajeshwari Nagar,16,Wednesday,Cloudy,0,9348
Konanakunte Cross,19,Thursday,Clear,1,18290
Hoodi,20,Tuesday,Clear,0,9604
Rajajinagar,16,Saturday,Rain,0,11820
Kundalahalli,8,Friday,Rain,0,21364
Dasarahalli,13,Sunday,Clear,0,9635
Kundalahalli,18,Monday,Cloudy,1,14167
National College,19,Thursday,Cloudy,0,19695
Pantharapalya - Nayandahalli,12,Thursday,Clear,0,8490
Kengeri Bus Terminal,8,Friday,Clear,0,16261
Srirampura,16,Thursday,Clear,1,14797
Pattanagere,11,Tuesday,Rain,0,9342
Sri Sathya Sai Hospital,7,Wednesday,Clear,1,8906
Garudacharapalya,7,Sunday,Rain,0,8544
Trinity,18,Sunday,Rain,0,22961
Peenya Industry,18,Thursday,Cloudy,0,13816
"Nadaprabhu Kempegowda Station, Majestic",10,Friday,Clear,0,12689
National College,8,Wednesday,Cloudy,0,14430
Srirampura,12,Saturday,Rain,0,14382
Srirampura,7,Monday,Clear,0,14084
Sri Sathya Sai Hospital,19,Friday,Rain,0,21217
Mantri Square Sampige Road,8,Saturday,Rain,0,20590
Magadi Road,18,Saturday,Cloudy,1,23818
Nallurhalli,15,Sunday,Clear,0,13691
Nagasandra,13,Thursday,Cloudy,0,12420
Hopefarm Channasandra,8,Friday,Clear,0,23670
Krantivira Sangolli Rayanna Railway Station,20,Tuesday,Cloudy,0,11476
Vijayanagar,19,Wednesday,Clear,0,24852
"Dr. B. R. Ambedkar Station, Vidhana Soudha",11,Saturday,Rain,0,11273
Banashankari,18,Thursday,Cloudy,0,24304
Nallurhalli,22,Thursday,Cloudy,0,11536
Silk Institute,15,Tuesday,Clear,1,12572
Trinity,20,Monday,Rain,1,14794
South End Circle,12,Thursday,Clear,0,12257
Mahatma Gandhi Road,10,Wednesday,Clear,0,14984
Goraguntepalya,18,Tuesday,Cloudy,0,22060
Nallurhalli,8,Wednesday,Cloudy,1,14998
Jnanabharathi,14,Wednesday,Clear,1,10096
"Dr. B. R. Ambedkar Station, Vidhana Soudha",16,Saturday,Cloudy,0,12824
Thalaghattapura,11,Friday,Rain,0,15526
Vajarahalli,21,Wednesday,Clear,1,9429
National College,19,Tuesday,Cloudy,1,21769
Baiyappanahalli,16,Tuesday,Rain,0,13947
Mahakavi Kuvempu Road,8,Tuesday,Cloudy,0,21553
Yeshwanthpur,19,Sunday,Cloudy,0,14045
Magadi Road,21,Friday,Cloudy,1,11178
Dasarahalli,14,Wednesday,Rain,0,9472
Halasuru,10,Monday,Clear,0,14325
Seetharampalya,15,Saturday,Clear,1,14429
Swami Vivekananda Road,10,Saturday,Rain,0,15308
Sandal Soap Factory,6,Friday,Rain,0,11324
"Sir.M.Visvesvaraya Stn., Central College",8,Friday,Cloudy,0,13658
Krishnarajapuram (K.R.Puram),9,Wednesday,Rain,0,20174
Hopefarm Channasandra,13,Wednesday,Cloudy,0,15197
Sri Sathya Sai Hospital,7,Monday,Cloudy,0,11427
Pattandur Agrahara,11,Thursday,Rain,0,10327
Krantivira Sangolli Rayanna Railway Station,14,Thursday,Rain,0,10542
Whitefield (Kadugodi),15,Saturday,Clear,0,14535
Thalaghattapura,9,Sunday,Rain,1,24703
Doddakallasandra,21,Monday,Rain,0,9060
Goraguntepalya,16,Friday,Clear,0,14747
Mahalakshmi,10,Tuesday,Clear,1,13518
Magadi Road,10,Wednesday,Rain,1,8918
Vajarahalli,11,Sunday,Cloudy,0,10639
Peenya,17,Tuesday,Rain,1,9691
Magadi Road,14,Thursday,Cloudy,1,13821
Swami Vivekananda Road,9,Friday,Rain,0,15231
Swami Vivekananda Road,19,Thursday,Clear,0,14180
"Sir.M.Visvesvaraya Stn., Central College",10,Tuesday,Rain,0,13837
Jayaprakash Nagar,16,Friday,Rain,0,9634
Vijayanagar,9,Friday,Rain,1,17023
Doddakallasandra,6,Friday,Cloudy,0,14360
Nallurhalli,15,Tuesday,Rain,0,14485
Konanakunte Cross,14,Wednesday,Cloudy,0,13154
Banashankari,11,Friday,Clear,0,8573
South End Circle,18,Friday,Cloudy,1,14785
Banashankari,21,Sunday,Rain,0,9020
Banashankari,13,Thursday,Cloudy,0,9482
Whitefield (Kadugodi),16,Thursday,Cloudy,1,15175
Jnanabharathi,7,Saturday,Cloudy,1,10638
Mahatma Gandhi Road,16,Friday,Cloudy,1,13584
Nagasandra,17,Monday,Cloudy,0,13844
Peenya,11,Sunday,Cloudy,0,11957
Mahakavi Kuvempu Road,22,Tuesday,Clear,1,9431
Mahakavi Kuvempu Road,8,Sunday,Cloudy,0,18731
Lalbagh,9,Friday,Cloudy,0,19574
Srirampura,16,Sunday,Clear,0,10112
Kundalahalli,22,Monday,Rain,1,13395
Vajarahalli,6,Sunday,Rain,0,13800
Srirampura,18,Tuesday,Cloudy,0,19251
Jayaprakash Nagar,6,Tuesday,Cloudy,0,14359
Silk Institute,15,Monday,Clear,0,13984
"Sir.M.Visvesvaraya Stn., Central College",21,Wednesday,Rain,0,10299
"Dr. B. R. Ambedkar Station, Vidhana Soudha",22,Friday,Clear,0,13279
Goraguntepalya,7,Wednesday,Cloudy,0,10892
Silk Institute,21,Monday,Cloudy,0,12555
National College,14,Sunday,Rain,0,10042
South End Circle,17,Monday,Clear,0,9654
Jnanabharathi,12,Monday,Clear,1,13625
Krishna Rajendra Market,19,Thursday,Clear,1,18292
Mantri Square Sampige Road,21,Friday,Rain,0,14843
Krishnarajapuram (K.R.Puram),17,Monday,Cloudy,0,14369
Nallurhalli,9,Thursday,Rain,0,23198
Lalbagh,10,Friday,Clear,0,9206
"Dr. B. R. Ambedkar Station, Vidhana Soudha",6,Monday,Clear,1,9718
Cubbon Park,15,Monday,Cloudy,0,9058
"Sir.M.Visvesvaraya Stn., Central College",6,Tuesday,Cloudy,0,13855
Hopefarm Channasandra,10,Saturday,Cloudy,0,12461
Kengeri Bus Terminal,13,Sunday,Cloudy,0,14710
"Sir.M.Visvesvaraya Stn., Central College",18,Saturday,Rain,0,19985
"Nadaprabhu Kempegowda Station, Majestic",14,Tuesday,Cloudy,0,11053
Jayaprakash Nagar,19,Saturday,Cloudy,0,14139
Rashtreeya Vidyalaya Road,17,Friday,Clear,0,8456
Mahatma Gandhi Road,9,Sunday,Clear,0,14384
Pattandur Agrahara,14,Monday,Cloudy,1,15524
Yeshwanthpur,17,Sunday,Cloudy,0,9419
Kadugodi Tree Park,18,Saturday,Clear,0,18452
Rajarajeshwari Nagar,9,Wednesday,Clear,0,17952
Dasarahalli,22,Thursday,Rain,0,12061
National College,14,Thursday,Rain,0,12508
Chickpete,20,Friday,Rain,0,14092
South End Circle,14,Monday,Rain,0,14179
Konanakunte Cross,20,Monday,Clear,0,10035
Cubbon Park,12,Saturday,Cloudy,0,12680
"Sir.M.Visvesvaraya Stn., Central College",7,Monday,Cloudy,0,12305
Mysore Road,9,Saturday,Cloudy,0,20314
Banashankari,19,Thursday,Clear,0,16399
Jalahalli,6,Wednesday,Cloudy,0,10984
South End Circle,17,Thursday,Rain,0,12336
Jayanagar,18,Sunday,Clear,0,14305
Pantharapalya - Nayandahalli,21,Sunday,Rain,1,11673
Konanakunte Cross,17,Thursday,Clear,1,12331
Rajarajeshwari Nagar,17,Tuesday,Clear,0,13593
Vajarahalli,11,Tuesday,Cloudy,0,9956
Krishna Rajendra Market,19,Monday,Cloudy,0,14706
Rashtreeya Vidyalaya Road,8,Monday,Clear,1,15039
Pattandur Agrahara,8,Friday,Cloudy,0,21349
Nagasandra,7,Tuesday,Clear,1,12998
Goraguntepalya,13,Thursday,Rain,0,9990
Peenya,18,Thursday,Rain,0,18981
Pantharapalya - Nayandahalli,20,Saturday,Rain,0,14598
Mahatma Gandhi Road,13,Wednesday,Cloudy,0,11259
Krishnarajapuram (K.R.Puram),8,Sunday,Rain,1,15710
Peenya Industry,10,Sunday,Cloudy,0,15028
Sri Sathya Sai Hospital,7,Saturday,Cloudy,0,11001
Whitefield (Kadugodi),18,Tuesday,Rain,0,15408
Nallurhalli,12,Saturday,Cloudy,0,12010
Lalbagh,16,Thursday,Cloudy,0,13028
Thalaghattapura,22,Friday,Rain,1,14571
Kundalahalli,16,Thursday,Rain,0,11659
South End Circle,21,Sunday,Clear,0,10902
Swami Vivekananda Road,20,Tuesday,Cloudy,0,14507
Rashtreeya Vidyalaya Road,11,Sunday,Clear,0,8538
Sri Sathya Sai Hospital,21,Tuesday,Cloudy,1,11036
Rashtreeya Vidyalaya Road,18,Monday,Rain,1,18523
Peenya,17,Monday,Rain,0,9544
Cubbon Park,22,Tuesday,Cloudy,0,10103
Goraguntepalya,21,Thursday,Rain,1,14711
Goraguntepalya,18,Saturday,Rain,0,13978
Halasuru,21,Wednesday,Cloudy,0,15493
Rajajinagar,18,Saturday,Clear,0,15785
Krishnarajapuram (K.R.Puram),8,Monday,Rain,0,16741
Mysore Road,6,Monday,Cloudy,0,11584
Pattandur Agrahara,11,Wednesday,Cloudy,0,10787
Deepanjali Nagar,12,Friday,Clear,0,12559
Whitefield (Kadugodi),11,Thursday,Rain,0,14944
South End Circle,17,Wednesday,Rain,0,10557
Pattandur Agrahara,11,Friday,Rain,0,11396
Hoodi,10,Tuesday,Cloudy,0,14471
"Sri Balagangadharanatha Swamiji Station, Hosahalli",22,Wednesday,Cloudy,0,13551
"Sir.M.Visvesvaraya Stn., Central College",16,Friday,Clear,0,9710
Kundalahalli,18,Friday,Cloudy,0,18011
"Nadaprabhu Kempegowda Station, Majestic",15,Sunday,Clear,0,14182
Krantivira Sangolli Rayanna Railway Station,16,Wednesday,Clear,1,13384
Swami Vivekananda Road,9,Saturday,Rain,0,24110
Nallurhalli,12,Tuesday,Cloudy,0,12869
Yelachenahalli,20,Tuesday,Clear,0,11191
Garudacharapalya,18,Saturday,Cloudy,0,21093
Doddakallasandra,12,Monday,Cloudy,1,15510
Trinity,10,Sunday,Rain,0,8808
Jayaprakash Nagar,10,Friday,Clear,0,9161
Attiguppe,15,Tuesday,Rain,0,12497
Mysore Road,16,Monday,Clear,0,12398
Vijayanagar,6,Wednesday,Clear,0,11302
Yeshwanthpur,12,Wednesday,Rain,1,9719
Silk Institute,22,Wednesday,Cloudy,0,14013
Thalaghattapura,21,Saturday,Rain,0,10264
Pattanagere,11,Sunday,Rain,0,11869
Jnanabharathi,13,Sunday,Rain,1,14004
"Sri Balagangadharanatha Swamiji Station, Hosahalli",20,Thursday,Clear,0,11398
"Dr. B. R. Ambedkar Station, Vidhana Soudha",10,Tuesday,Clear,0,10186
Doddakallasandra,15,Tuesday,Rain,0,10326
Mysore Road,12,Tuesday,Clear,1,12805
Indiranagar,18,Monday,Cloudy,0,22094
Jayaprakash Nagar,6,Sunday,Cloudy,0,13142
Rajajinagar,7,Wednesday,Cloudy,1,14747
Magadi Road,16,Friday,Cloudy,0,10422
Mahatma Gandhi Road,11,Tuesday,Clear,1,9882
Rashtreeya Vidyalaya Road,9,Monday,Cloudy,0,18150
Srirampura,8,Wednesday,Clear,0,24478
Thalaghattapura,14,Tuesday,Clear,0,11478
Jayaprakash Nagar,12,Sunday,Rain,1,10922
Jayaprakash Nagar,6,Saturday,Clear,1,13668
Pattandur Agrahara,20,Friday,Cloudy,0,13913
Peenya Industry,14,Tuesday,Rain,0,9941
Krantivira Sangolli Rayanna Railway Station,12,Saturday,Rain,0,13046
Hoodi,19,Monday,Cloudy,0,18984
Baiyappanahalli,10,Wednesday,Rain,0,11068
Konanakunte Cross,18,Saturday,Clear,0,13966
Singayyanapalya,16,Monday,Clear,0,11941
Vijayanagar,7,Sunday,Rain,1,9265
Kengeri Bus Terminal,14,Sunday,Rain,1,9526
Kundalahalli,6,Thursday,Clear,0,15353
Krishna Rajendra Market,10,Sunday,Rain,0,13626
Sri Sathya Sai Hospital,6,Friday,Cloudy,1,12100
Konanakunte Cross,16,Saturday,Cloudy,1,13225
"Sir.M.Visvesvaraya Stn., Central College",14,Saturday,Clear,1,13149
Rajajinagar,13,Sunday,Clear,0,13005
Kengeri,18,Wednesday,Cloudy,0,22844
Rashtreeya Vidyalaya Road,6,Thursday,Clear,0,10401
Seetharampalya,16,Friday,Cloudy,0,11078
Silk Institute,9,Friday,Clear,0,18407
"Dr. B. R. Ambedkar Station, Vidhana Soudha",14,Friday,Clear,0,10719
Konanakunte Cross,10,Saturday,Rain,0,9400
"Nadaprabhu Kempegowda Station, Majestic",19,Friday,Clear,0,21189
Jayanagar,19,Wednesday,Cloudy,1,22545
Nagasandra,6,Friday,Rain,0,9146
Jayaprakash Nagar,18,Thursday,Rain,0,21021
Indiranagar,6,Tuesday,Rain,0,11645
Konanakunte Cross,6,Monday,Cloudy,1,10526
Baiyappanahalli,18,Thursday,Rain,0,19608
Kadugodi Tree Park,21,Sunday,Clear,0,9603
"Sir.M.Visvesvaraya Stn., Central College",14,Thursday,Cloudy,0,11039
Seetharampalya,16,Wednesday,Clear,0,14012
Pattanagere,6,Sunday,Cloudy,1,15626
Vijayanagar,14,Thursday,Clear,0,9131
Kadugodi Tree Park,8,Friday,Clear,1,19099
"Nadaprabhu Kempegowda Station, Majestic",20,Tuesday,Clear,0,14085
Konanakunte Cross,7,Monday,Cloudy,1,15331
Baiyappanahalli,6,Thursday,Cloudy,0,11789
Hoodi,18,Tuesday,Cloudy,0,18693
Cubbon Park,22,Sunday,Rain,0,13209
Hopefarm Channasandra,14,Monday,Rain,0,9180
Banashankari,10,Tuesday,Clear,0,14251
Silk Institute,7,Sunday,Clear,0,12566
Kengeri,20,Saturday,Clear,1,9756
Sandal Soap Factory,19,Saturday,Rain,0,13882
Vijayanagar,9,Saturday,Cloudy,0,22482
Jayaprakash Nagar,13,Friday,Cloudy,0,13009
Vijayanagar,11,Saturday,Clear,0,14080
Banashankari,20,Monday,Rain,1,13802
Baiyappanahalli,16,Thursday,Rain,1,12602
Hopefarm Channasandra,20,Wednesday,Rain,0,9797
Swami Vivekananda Road,19,Saturday,Rain,0,17343
Baiyappanahalli,7,Sunday,Rain,1,12156
Chickpete,15,Friday,Clear,0,15458
Krishna Rajendra Market,7,Wednesday,Clear,0,9358
Nallurhalli,18,Thursday,Rain,0,21418
Pantharapalya - Nayandahalli,20,Tuesday,Cloudy,0,13200
Halasuru,8,Friday,Cloudy,0,13789
Peenya,18,Sunday,Rain,0,15567
Pattanagere,15,Sunday,Cloudy,1,14566
Whitefield (Kadugodi),9,Thursday,Cloudy,0,14196
Krishna Rajendra Market,6,Monday,Rain,1,11462
Rashtreeya Vidyalaya Road,14,Tuesday,Rain,0,15340
Rajarajeshwari Nagar,11,Wednesday,Rain,0,13994
"Nadaprabhu Kempegowda Station, Majestic",10,Tuesday,Cloudy,0,12204
Konanakunte Cross,7,Wednesday,Rain,0,12362
Krishna Rajendra Market,22,Sunday,Cloudy,0,10238
Mysore Road,18,Friday,Clear,0,14214
Yeshwanthpur,15,Monday,Rain,0,8612
Sri Sathya Sai Hospital,13,Saturday,Rain,0,14423
Krishna Rajendra Market,14,Monday,Cloudy,0,11349
Mahalakshmi,13,Monday,Clear,1,11883
Rajajinagar,21,Thursday,Clear,0,14453
Magadi Road,20,Sunday,Cloudy,0,14974
Mahatma Gandhi Road,15,Tuesday,Rain,0,13188
Swami Vivekananda Road,11,Wednesday,Rain,1,14909
Chickpete,10,Friday,Cloudy,1,10190
Garudacharapalya,10,Wednesday,Cloudy,0,10975
National College,7,Saturday,Cloudy,0,8931
Yeshwanthpur,15,Thursday,Rain,0,9500
Cubbon Park,20,Wednesday,Clear,0,8851
Sandal Soap Factory,22,Monday,Clear,0,12205
National College,9,Tuesday,Clear,0,19753
Goraguntepalya,6,Saturday,Rain,1,11243
Garudacharapalya,13,Thursday,Rain,1,12470
Kengeri Bus Terminal,16,Thursday,Rain,0,13007
Mantri Square Sampige Road,16,Monday,Rain,0,10295
Mysore Road,17,Monday,Rain,1,10622
Mantri Square Sampige Road,12,Tuesday,Clear,0,14587
"Sir.M.Visvesvaraya Stn., Central College",11,Tuesday,Rain,0,8492
South End Circle,12,Monday,Rain,0,9784
Chickpete,19,Wednesday,Cloudy,0,17115
Deepanjali Nagar,15,Sunday,Clear,0,12869
Trinity,21,Thursday,Rain,0,14397
Pantharapalya - Nayandahalli,14,Wednesday,Rain,0,13429
Mantri Square Sampige Road,19,Friday,Rain,0,14528
Nallurhalli,19,Thursday,Clear,0,19515
Lalbagh,14,Tuesday,Rain,0,11227
Rajarajeshwari Nagar,16,Tuesday,Clear,1,12729
Kadugodi Tree Park,8,Sunday,Clear,0,13927
Yeshwanthpur,21,Friday,Rain,0,8621
Garudacharapalya,11,Friday,Rain,0,12088
Peenya,9,Monday,Cloudy,1,17106
Konanakunte Cross,20,Thursday,Rain,0,10465
